# O4 Sensitivity 0.04excess-PR-50WatBS-40K-FeasibleLaserNoise
# frequency(Hz) strain(/rtHz) LF_noise susp_thermal mirror_thermal quantum laser_noise
9.2680e+02 1.5888e-22 6.0538e-25 6.7550e-26 1.6600e-24 1.5381e-22 3.9767e-23
9.3530e+02 1.6036e-22 5.9443e-25 6.6810e-26 1.6490e-24 1.5524e-22 4.0172e-23
9.4400e+02 1.6185e-22 5.8352e-25 6.6430e-26 1.6380e-24 1.5667e-22 4.0588e-23
9.5280e+02 1.6336e-22 5.7280e-25 6.6440e-26 1.6270e-24 1.5812e-22 4.1010e-23
9.6160e+02 1.6489e-22 5.6236e-25 6.6860e-26 1.6170e-24 1.5959e-22 4.1433e-23
9.7050e+02 1.6643e-22 5.5209e-25 6.7760e-26 1.6060e-24 1.6107e-22 4.1863e-23
9.7950e+02 1.6798e-22 5.4199e-25 6.9250e-26 1.5960e-24 1.6256e-22 4.2299e-23
9.8850e+02 1.6954e-22 5.3217e-25 7.1500e-26 1.5850e-24 1.6406e-22 4.2736e-23
9.9770e+02 1.7113e-22 5.2240e-25 7.4860e-26 1.5750e-24 1.6558e-22 4.3184e-23
1.0070e+03 1.7273e-22 5.1280e-25 8.0070e-26 1.5640e-24 1.6711e-22 4.3638e-23
1.0160e+03 1.7433e-22 5.0375e-25 8.9060e-26 1.5540e-24 1.6866e-22 4.4080e-23
1.0260e+03 1.7597e-22 4.9398e-25 1.0840e-25 1.5440e-24 1.7022e-22 4.4572e-23
1.0350e+03 1.7761e-22 4.8543e-25 1.7760e-25 1.5340e-24 1.7180e-22 4.5016e-23
1.0450e+03 1.7929e-22 4.7618e-25 2.3670e-24 1.5240e-24 1.7339e-22 4.5512e-23
1.0540e+03 1.8094e-22 4.6808e-25 1.6360e-25 1.5140e-24 1.7500e-22 4.5959e-23
1.0640e+03 1.8263e-22 4.5933e-25 1.2040e-25 1.5040e-24 1.7662e-22 4.6458e-23
1.0740e+03 1.8434e-22 4.5081e-25 1.1830e-25 1.4940e-24 1.7825e-22 4.6959e-23
1.0840e+03 1.8606e-22 4.4253e-25 1.2760e-25 1.4840e-24 1.7990e-22 4.7461e-23
1.0940e+03 1.8780e-22 4.3448e-25 1.4480e-25 1.4740e-24 1.8157e-22 4.7966e-23
1.1040e+03 1.8956e-22 4.2664e-25 1.7200e-25 1.4650e-24 1.8325e-22 4.8472e-23
1.1140e+03 1.9133e-22 4.1902e-25 2.1620e-25 1.4550e-24 1.8495e-22 4.8980e-23
1.1250e+03 1.9313e-22 4.1086e-25 2.9710e-25 1.4460e-24 1.8666e-22 4.9541e-23
1.1350e+03 1.9493e-22 4.0366e-25 4.8770e-25 1.4360e-24 1.8839e-22 5.0053e-23
1.1460e+03 1.9677e-22 3.9594e-25 1.4520e-24 1.4270e-24 1.9013e-22 5.0618e-23
1.1560e+03 1.9860e-22 3.8912e-25 1.4020e-24 1.4170e-24 1.9189e-22 5.1134e-23
1.1670e+03 2.0046e-22 3.8182e-25 4.6540e-25 1.4080e-24 1.9367e-22 5.1704e-23
1.1780e+03 2.0234e-22 3.7473e-25 2.7680e-25 1.3980e-24 1.9546e-22 5.2276e-23
1.1890e+03 2.0424e-22 3.6782e-25 1.9610e-25 1.3890e-24 1.9727e-22 5.2851e-23
1.2000e+03 2.0615e-22 3.6111e-25 1.5140e-25 1.3800e-24 1.9910e-22 5.3428e-23
1.2110e+03 2.0808e-22 3.5458e-25 1.2310e-25 1.3710e-24 2.0094e-22 5.4007e-23
1.2220e+03 2.1003e-22 3.4823e-25 1.0360e-25 1.3620e-24 2.0281e-22 5.4589e-23
1.2330e+03 2.1199e-22 3.4204e-25 8.9510e-26 1.3530e-24 2.0468e-22 5.5173e-23
1.2450e+03 2.1399e-22 3.3548e-25 7.8810e-26 1.3440e-24 2.0658e-22 5.5813e-23
1.2560e+03 2.1599e-22 3.2963e-25 7.0480e-26 1.3350e-24 2.0849e-22 5.6402e-23
1.2680e+03 2.1802e-22 3.2342e-25 6.3840e-26 1.3260e-24 2.1042e-22 5.7048e-23
1.2800e+03 2.2007e-22 3.1738e-25 5.8450e-26 1.3170e-24 2.1237e-22 5.7696e-23
1.2920e+03 2.2214e-22 3.1151e-25 5.4030e-26 1.3090e-24 2.1434e-22 5.8347e-23
1.3040e+03 2.2423e-22 3.0581e-25 5.0380e-26 1.3000e-24 2.1632e-22 5.9002e-23
1.3160e+03 2.2633e-22 3.0026e-25 4.7340e-26 1.2920e-24 2.1833e-22 5.9659e-23
1.3280e+03 2.2846e-22 2.9485e-25 4.4800e-26 1.2830e-24 2.2035e-22 6.0320e-23
1.3400e+03 2.3060e-22 2.8960e-25 4.2700e-26 1.2740e-24 2.2239e-22 6.0983e-23
1.3520e+03 2.3276e-22 2.8448e-25 4.0960e-26 1.2660e-24 2.2445e-22 6.1650e-23
1.3650e+03 2.3496e-22 2.7909e-25 3.9560e-26 1.2580e-24 2.2653e-22 6.2375e-23
1.3780e+03 2.3718e-22 2.7385e-25 3.8440e-26 1.2490e-24 2.2862e-22 6.3104e-23
1.3900e+03 2.3940e-22 2.6914e-25 3.7600e-26 1.2410e-24 2.3074e-22 6.3781e-23
1.4030e+03 2.4165e-22 2.6417e-25 3.7030e-26 1.2330e-24 2.3288e-22 6.4517e-23
1.4160e+03 2.4393e-22 2.5934e-25 3.6700e-26 1.2250e-24 2.3504e-22 6.5256e-23
1.4290e+03 2.4623e-22 2.5465e-25 3.6630e-26 1.2170e-24 2.3721e-22 6.6000e-23
1.4430e+03 2.4856e-22 2.4973e-25 3.6820e-26 1.2080e-24 2.3941e-22 6.6805e-23
1.4560e+03 2.5090e-22 2.4529e-25 3.7300e-26 1.2000e-24 2.4163e-22 6.7556e-23
1.4690e+03 2.5325e-22 2.4097e-25 3.8080e-26 1.1930e-24 2.4386e-22 6.8311e-23
1.4830e+03 2.5565e-22 2.3644e-25 3.9220e-26 1.1850e-24 2.4612e-22 6.9128e-23
1.4970e+03 2.5807e-22 2.3204e-25 4.0770e-26 1.1770e-24 2.4840e-22 6.9950e-23
1.5110e+03 2.6050e-22 2.2776e-25 4.2820e-26 1.1690e-24 2.5070e-22 7.0776e-23
1.5250e+03 2.6296e-22 2.2360e-25 4.5510e-26 1.1610e-24 2.5302e-22 7.1607e-23
1.5390e+03 2.6545e-22 2.1955e-25 4.9010e-26 1.1540e-24 2.5537e-22 7.2442e-23
1.5530e+03 2.6795e-22 2.1561e-25 5.3620e-26 1.1460e-24 2.5773e-22 7.3281e-23
1.5670e+03 2.7048e-22 2.1177e-25 5.9820e-26 1.1380e-24 2.6012e-22 7.4126e-23
1.5820e+03 2.7304e-22 2.0777e-25 6.8390e-26 1.1310e-24 2.6253e-22 7.5035e-23
1.5970e+03 2.7563e-22 2.0389e-25 8.0810e-26 1.1230e-24 2.6496e-22 7.5950e-23
1.6110e+03 2.7823e-22 2.0036e-25 1.0010e-25 1.1160e-24 2.6741e-22 7.6808e-23
1.6260e+03 2.8086e-22 1.9668e-25 1.3380e-25 1.1080e-24 2.6989e-22 7.7733e-23
1.6410e+03 2.8352e-22 1.9310e-25 2.0650e-25 1.1010e-24 2.7239e-22 7.8663e-23
1.6570e+03 2.8622e-22 1.8939e-25 4.7330e-25 1.0940e-24 2.7491e-22 7.9661e-23
1.6720e+03 2.8893e-22 1.8601e-25 1.4190e-24 1.0870e-24 2.7746e-22 8.0603e-23
1.6870e+03 2.9166e-22 1.8271e-25 2.7800e-25 1.0790e-24 2.8003e-22 8.1549e-23
1.7030e+03 2.9444e-22 1.7930e-25 1.5270e-25 1.0720e-24 2.8262e-22 8.2565e-23
1.7190e+03 2.9724e-22 1.7598e-25 1.0480e-25 1.0650e-24 2.8524e-22 8.3587e-23
1.7350e+03 3.0006e-22 1.7274e-25 7.9600e-26 1.0580e-24 2.8788e-22 8.4616e-23
1.7510e+03 3.0291e-22 1.6960e-25 6.4130e-26 1.0510e-24 2.9055e-22 8.5650e-23
1.7670e+03 3.0578e-22 1.6654e-25 5.3730e-26 1.0440e-24 2.9324e-22 8.6691e-23
1.7830e+03 3.0869e-22 1.6357e-25 4.6310e-26 1.0370e-24 2.9595e-22 8.7738e-23
1.8000e+03 3.1163e-22 1.6049e-25 4.0800e-26 1.0300e-24 2.9869e-22 8.8858e-23
1.8170e+03 3.1461e-22 1.5750e-25 3.6590e-26 1.0240e-24 3.0146e-22 8.9984e-23
1.8330e+03 3.1759e-22 1.5477e-25 3.3330e-26 1.0170e-24 3.0425e-22 9.1051e-23
1.8500e+03 3.2061e-22 1.5194e-25 3.0780e-26 1.0100e-24 3.0707e-22 9.2192e-23
1.8680e+03 3.2369e-22 1.4902e-25 2.8830e-26 1.0030e-24 3.0991e-22 9.3408e-23
1.8850e+03 3.2677e-22 1.4635e-25 2.7400e-26 9.9670e-25 3.1278e-22 9.4564e-23
1.9020e+03 3.2988e-22 1.4374e-25 2.6500e-26 9.9020e-25 3.1568e-22 9.5727e-23
1.9200e+03 3.3304e-22 1.4106e-25 2.6240e-26 9.8360e-25 3.1860e-22 9.6967e-23
1.9380e+03 3.3622e-22 1.3845e-25 2.6990e-26 9.7710e-25 3.2156e-22 9.8215e-23
1.9560e+03 3.3944e-22 1.3591e-25 2.9800e-26 9.7070e-25 3.2453e-22 9.9471e-23
1.9740e+03 3.4268e-22 1.3345e-25 3.8340e-26 9.6430e-25 3.2754e-22 1.0074e-22
1.9920e+03 3.4596e-22 1.3105e-25 7.4580e-26 9.5790e-25 3.3057e-22 1.0201e-22
2.0100e+03 3.4926e-22 1.2871e-25 4.0910e-25 9.5160e-25 3.3363e-22 1.0329e-22
2.0290e+03 3.5261e-22 1.2631e-25 6.1380e-26 9.4530e-25 3.3672e-22 1.0465e-22
2.0480e+03 3.5600e-22 1.2398e-25 3.9390e-26 9.3910e-25 3.3984e-22 1.0602e-22
2.0670e+03 3.5942e-22 1.2171e-25 3.2950e-26 9.3290e-25 3.4299e-22 1.0741e-22
2.0860e+03 3.6286e-22 1.1950e-25 3.0770e-26 9.2680e-25 3.4617e-22 1.0880e-22
2.1050e+03 3.6634e-22 1.1735e-25 3.0490e-26 9.2070e-25 3.4937e-22 1.1020e-22
2.1250e+03 3.6987e-22 1.1516e-25 3.1450e-26 9.1470e-25 3.5261e-22 1.1168e-22
2.1450e+03 3.7344e-22 1.1302e-25 3.3520e-26 9.0860e-25 3.5587e-22 1.1318e-22
2.1640e+03 3.7701e-22 1.1104e-25 3.6890e-26 9.0270e-25 3.5917e-22 1.1461e-22
2.1840e+03 3.8064e-22 1.0902e-25 4.2080e-26 8.9670e-25 3.6250e-22 1.1612e-22
2.2050e+03 3.8433e-22 1.0695e-25 5.0250e-26 8.9090e-25 3.6585e-22 1.1773e-22
2.2250e+03 3.8803e-22 1.0504e-25 6.4080e-26 8.8500e-25 3.6924e-22 1.1926e-22
2.2460e+03 3.9178e-22 1.0308e-25 9.1340e-26 8.7920e-25 3.7266e-22 1.2089e-22
2.2660e+03 3.9555e-22 1.0127e-25 1.6690e-25 8.7340e-25 3.7611e-22 1.2245e-22
2.2870e+03 3.9937e-22 9.9419e-26 1.2530e-24 8.6770e-25 3.7960e-22 1.2410e-22
2.3090e+03 4.0325e-22 9.7534e-26 2.1840e-25 8.6200e-25 3.8311e-22 1.2584e-22
2.3300e+03 4.0715e-22 9.5784e-26 9.9180e-26 8.5640e-25 3.8666e-22 1.2752e-22
2.3520e+03 4.1110e-22 9.4000e-26 6.3850e-26 8.5080e-25 3.9024e-22 1.2929e-22
2.3730e+03 4.1507e-22 9.2344e-26 4.7040e-26 8.4520e-25 3.9386e-22 1.3099e-22
2.3950e+03 4.1910e-22 9.0655e-26 3.7280e-26 8.3970e-25 3.9750e-22 1.3278e-22
2.4180e+03 4.2319e-22 8.8939e-26 3.0960e-26 8.3420e-25 4.0119e-22 1.3467e-22
2.4400e+03 4.2729e-22 8.7342e-26 2.6580e-26 8.2880e-25 4.0490e-22 1.3650e-22
2.4630e+03 4.3146e-22 8.5718e-26 2.3400e-26 8.2340e-25 4.0865e-22 1.3842e-22
2.4850e+03 4.3564e-22 8.4207e-26 2.1020e-26 8.1800e-25 4.1244e-22 1.4027e-22
2.5080e+03 4.3988e-22 8.2670e-26 1.9200e-26 8.1270e-25 4.1626e-22 1.4221e-22
2.5320e+03 4.4419e-22 8.1110e-26 1.7800e-26 8.0740e-25 4.2011e-22 1.4426e-22
2.5550e+03 4.4852e-22 7.9657e-26 1.6730e-26 8.0210e-25 4.2400e-22 1.4624e-22
2.5790e+03 4.5291e-22 7.8181e-26 1.5920e-26 7.9690e-25 4.2793e-22 1.4832e-22
2.6030e+03 4.5734e-22 7.6746e-26 1.5330e-26 7.9170e-25 4.3189e-22 1.5042e-22
2.6270e+03 4.6181e-22 7.5350e-26 1.4930e-26 7.8660e-25 4.3589e-22 1.5254e-22
2.6510e+03 4.6633e-22 7.3992e-26 1.4720e-26 7.8150e-25 4.3993e-22 1.5467e-22
2.6760e+03 4.7092e-22 7.2616e-26 1.4680e-26 7.7640e-25 4.4401e-22 1.5691e-22
2.7000e+03 4.7551e-22 7.1331e-26 1.4830e-26 7.7140e-25 4.4812e-22 1.5907e-22
2.7250e+03 4.8019e-22 7.0028e-26 1.5180e-26 7.6640e-25 4.5227e-22 1.6134e-22
2.7510e+03 4.8493e-22 6.8710e-26 1.5760e-26 7.6140e-25 4.5646e-22 1.6373e-22
2.7760e+03 4.8969e-22 6.7478e-26 1.6630e-26 7.5650e-25 4.6068e-22 1.6604e-22
2.8020e+03 4.9453e-22 6.6232e-26 1.7870e-26 7.5160e-25 4.6495e-22 1.6846e-22
2.8280e+03 4.9941e-22 6.5020e-26 1.9630e-26 7.4670e-25 4.6926e-22 1.7090e-22
2.8540e+03 5.0434e-22 6.3840e-26 2.2140e-26 7.4190e-25 4.7360e-22 1.7336e-22
2.8800e+03 5.0931e-22 6.2693e-26 2.5880e-26 7.3710e-25 4.7799e-22 1.7584e-22
2.9070e+03 5.1436e-22 6.1534e-26 3.1760e-26 7.3240e-25 4.8242e-22 1.7844e-22
2.9340e+03 5.1946e-22 6.0406e-26 4.2120e-26 7.2760e-25 4.8689e-22 1.8106e-22
2.9610e+03 5.2461e-22 5.9310e-26 6.4470e-26 7.2300e-25 4.9140e-22 1.8370e-22
2.9890e+03 5.2984e-22 5.8204e-26 1.4550e-25 7.1830e-25 4.9595e-22 1.8646e-22
3.0160e+03 5.3509e-22 5.7166e-26 4.8150e-25 7.1370e-25 5.0054e-22 1.8914e-22
3.0440e+03 5.4041e-22 5.6120e-26 8.8890e-26 7.0910e-25 5.0518e-22 1.9195e-22
3.0720e+03 5.4579e-22 5.5101e-26 4.8670e-26 7.0460e-25 5.0986e-22 1.9478e-22
3.1010e+03 5.5126e-22 5.4075e-26 3.3490e-26 7.0000e-25 5.1458e-22 1.9774e-22
3.1300e+03 5.5678e-22 5.3078e-26 2.5580e-26 6.9550e-25 5.1934e-22 2.0072e-22
3.1590e+03 5.6235e-22 5.2108e-26 2.0780e-26 6.9110e-25 5.2415e-22 2.0372e-22
3.1880e+03 5.6798e-22 5.1164e-26 1.7600e-26 6.8670e-25 5.2901e-22 2.0675e-22
3.2170e+03 5.7365e-22 5.0246e-26 1.5370e-26 6.8230e-25 5.3391e-22 2.0981e-22
3.2470e+03 5.7942e-22 4.9322e-26 1.3750e-26 6.7790e-25 5.3885e-22 2.1300e-22
3.2770e+03 5.8525e-22 4.8423e-26 1.2550e-26 6.7360e-25 5.4384e-22 2.1621e-22
3.3080e+03 5.9117e-22 4.7520e-26 1.1660e-26 6.6930e-25 5.4888e-22 2.1956e-22
3.3380e+03 5.9710e-22 4.6669e-26 1.1010e-26 6.6500e-25 5.5396e-22 2.2283e-22
3.3690e+03 6.0314e-22 4.5814e-26 1.0560e-26 6.6080e-25 5.5910e-22 2.2624e-22
3.4000e+03 6.0923e-22 4.4983e-26 1.0280e-26 6.5660e-25 5.6427e-22 2.2968e-22
3.4320e+03 6.1542e-22 4.4148e-26 1.0160e-26 6.5240e-25 5.6950e-22 2.3326e-22
3.4640e+03 6.2167e-22 4.3336e-26 1.0200e-26 6.4830e-25 5.7477e-22 2.3687e-22
3.4960e+03 6.2798e-22 4.2546e-26 1.0400e-26 6.4420e-25 5.8010e-22 2.4051e-22
3.5280e+03 6.3435e-22 4.1778e-26 1.0800e-26 6.4010e-25 5.8547e-22 2.4418e-22
3.5610e+03 6.4083e-22 4.1007e-26 1.1430e-26 6.3600e-25 5.9089e-22 2.4800e-22
3.5940e+03 6.4737e-22 4.0258e-26 1.2380e-26 6.3200e-25 5.9637e-22 2.5185e-22
3.6270e+03 6.5397e-22 3.9528e-26 1.3770e-26 6.2800e-25 6.0189e-22 2.5574e-22
3.6610e+03 6.6068e-22 3.8798e-26 1.5870e-26 6.2400e-25 6.0746e-22 2.5977e-22
3.6950e+03 6.6746e-22 3.8087e-26 1.9160e-26 6.2010e-25 6.1309e-22 2.6385e-22
3.7290e+03 6.7430e-22 3.7395e-26 2.4840e-26 6.1620e-25 6.1877e-22 2.6796e-22
3.7630e+03 6.8121e-22 3.6723e-26 3.6510e-26 6.1230e-25 6.2450e-22 2.7210e-22
3.7980e+03 6.8823e-22 3.6049e-26 7.2680e-26 6.0840e-25 6.3028e-22 2.7641e-22
3.8330e+03 6.9532e-22 3.5394e-26 2.2540e-24 6.0460e-25 6.3612e-22 2.8075e-22
3.8690e+03 7.0253e-22 3.4738e-26 6.6560e-26 6.0080e-25 6.4201e-22 2.8525e-22
3.9050e+03 7.0981e-22 3.4101e-26 3.3580e-26 5.9700e-25 6.4796e-22 2.8980e-22
3.9410e+03 7.1717e-22 3.3480e-26 2.2470e-26 5.9330e-25 6.5396e-22 2.9438e-22
3.9770e+03 7.2459e-22 3.2877e-26 1.6960e-26 5.8960e-25 6.6002e-22 2.9901e-22
4.0140e+03 7.3214e-22 3.2274e-26 1.3700e-26 5.8590e-25 6.6613e-22 3.0380e-22
4.0510e+03 7.3976e-22 3.1687e-26 1.1600e-26 5.8220e-25 6.7230e-22 3.0864e-22
4.0890e+03 7.4751e-22 3.1101e-26 1.0150e-26 5.7860e-25 6.7853e-22 3.1365e-22
4.1270e+03 7.5534e-22 3.0531e-26 9.1290e-27 5.7500e-25 6.8481e-22 3.1871e-22
4.1650e+03 7.6325e-22 2.9976e-26 8.4000e-27 5.7140e-25 6.9116e-22 3.2381e-22
4.2040e+03 7.7129e-22 2.9422e-26 7.8900e-27 5.6780e-25 6.9756e-22 3.2909e-22
4.2430e+03 7.7941e-22 2.8884e-26 7.5530e-27 5.6430e-25 7.0402e-22 3.3442e-22
4.2820e+03 7.8761e-22 2.8360e-26 7.3670e-27 5.6080e-25 7.1054e-22 3.3980e-22
4.3220e+03 7.9595e-22 2.7838e-26 7.3210e-27 5.5730e-25 7.1712e-22 3.4537e-22
4.3620e+03 8.0437e-22 2.7330e-26 7.4180e-27 5.5380e-25 7.2376e-22 3.5098e-22
4.4020e+03 8.1288e-22 2.6835e-26 7.6750e-27 5.5040e-25 7.3047e-22 3.5664e-22
4.4430e+03 8.2153e-22 2.6342e-26 8.1280e-27 5.4700e-25 7.3723e-22 3.6250e-22
4.4840e+03 8.3027e-22 2.5863e-26 8.8410e-27 5.4360e-25 7.4406e-22 3.6841e-22
4.5250e+03 8.3910e-22 2.5396e-26 9.9360e-27 5.4020e-25 7.5095e-22 3.7438e-22
4.5670e+03 8.4808e-22 2.4931e-26 1.1650e-26 5.3690e-25 7.5791e-22 3.8054e-22
4.6100e+03 8.5721e-22 2.4468e-26 1.4500e-26 5.3360e-25 7.6493e-22 3.8691e-22
4.6520e+03 8.6637e-22 2.4028e-26 1.9870e-26 5.3030e-25 7.7201e-22 3.9318e-22
4.6950e+03 8.7568e-22 2.3590e-26 3.3110e-26 5.2700e-25 7.7916e-22 3.9966e-22
4.7390e+03 8.8516e-22 2.3154e-26 1.1120e-25 5.2380e-25 7.8638e-22 4.0636e-22
4.7830e+03 8.9474e-22 2.2730e-26 7.7160e-26 5.2060e-25 7.9366e-22 4.1311e-22
4.8270e+03 9.0441e-22 2.2318e-26 2.8350e-26 5.1740e-25 8.0101e-22 4.1992e-22
4.8720e+03 9.1425e-22 2.1907e-26 1.7380e-26 5.1420e-25 8.0843e-22 4.2695e-22
4.9170e+03 9.2419e-22 2.1508e-26 1.2600e-26 5.1110e-25 8.1592e-22 4.3405e-22
4.9620e+03 9.3423e-22 2.1120e-26 9.9690e-27 5.0790e-25 8.2348e-22 4.4121e-22
5.0080e+03 9.4444e-22 2.0734e-26 8.3380e-27 5.0480e-25 8.3110e-22 4.4859e-22
5.0550e+03 9.5484e-22 2.0350e-26 7.2590e-27 5.0180e-25 8.3880e-22 4.5621e-22
5.1020e+03 9.6534e-22 1.9977e-26 6.5230e-27 4.9870e-25 8.4657e-22 4.6389e-22
5.1490e+03 9.7594e-22 1.9614e-26 6.0210e-27 4.9570e-25 8.5441e-22 4.7164e-22
5.1970e+03 9.8674e-22 1.9253e-26 5.6930e-27 4.9260e-25 8.6232e-22 4.7963e-22
5.2450e+03 9.9764e-22 1.8902e-26 5.5080e-27 4.8960e-25 8.7031e-22 4.8769e-22
5.2930e+03 1.0087e-21 1.8561e-26 5.4520e-27 4.8670e-25 8.7837e-22 4.9583e-22
5.3420e+03 1.0199e-21 1.8222e-26 5.5240e-27 4.8370e-25 8.8651e-22 5.0421e-22
5.3920e+03 1.0313e-21 1.7886e-26 5.7390e-27 4.8080e-25 8.9472e-22 5.1283e-22
5.4420e+03 1.0428e-21 1.7558e-26 6.1340e-27 4.7790e-25 9.0301e-22 5.2154e-22
5.4920e+03 1.0544e-21 1.7240e-26 6.7780e-27 4.7500e-25 9.1137e-22 5.3033e-22
5.5430e+03 1.0663e-21 1.6924e-26 7.8090e-27 4.7210e-25 9.1981e-22 5.3937e-22
5.5940e+03 1.0783e-21 1.6617e-26 9.5250e-27 4.6930e-25 9.2833e-22 5.4850e-22
5.6460e+03 1.0904e-21 1.6313e-26 1.2690e-26 4.6640e-25 9.3693e-22 5.5789e-22
5.6980e+03 1.1028e-21 1.6016e-26 1.9960e-26 4.6360e-25 9.4561e-22 5.6736e-22
5.7510e+03 1.1153e-21 1.5722e-26 5.1310e-26 4.6090e-25 9.5437e-22 5.7711e-22
5.8040e+03 1.1279e-21 1.5436e-26 8.0710e-26 4.5810e-25 9.6320e-22 5.8694e-22
5.8580e+03 1.1408e-21 1.5153e-26 2.2300e-26 4.5530e-25 9.7213e-22 5.9706e-22
5.9130e+03 1.1540e-21 1.4873e-26 1.2950e-26 4.5260e-25 9.8113e-22 6.0745e-22
5.9670e+03 1.1671e-21 1.4605e-26 9.2010e-27 4.4990e-25 9.9022e-22 6.1775e-22
6.0230e+03 1.1806e-21 1.4334e-26 7.2170e-27 4.4720e-25 9.9939e-22 6.2853e-22
6.0780e+03 1.1941e-21 1.4076e-26 6.0220e-27 4.4450e-25 1.0086e-21 6.3921e-22
6.1350e+03 1.2080e-21 1.3816e-26 5.2540e-27 4.4190e-25 1.0180e-21 6.5038e-22
6.1910e+03 1.2219e-21 1.3567e-26 4.7490e-27 4.3920e-25 1.0274e-21 6.6145e-22
6.2490e+03 1.2362e-21 1.3316e-26 4.4240e-27 4.3660e-25 1.0369e-21 6.7303e-22
6.3070e+03 1.2506e-21 1.3072e-26 4.2390e-27 4.3400e-25 1.0465e-21 6.8471e-22
6.3650e+03 1.2652e-21 1.2835e-26 4.1740e-27 4.3150e-25 1.0562e-21 6.9650e-22
6.4240e+03 1.2800e-21 1.2601e-26 4.2250e-27 4.2890e-25 1.0660e-21 7.0861e-22
6.4840e+03 1.2952e-21 1.2369e-26 4.4060e-27 4.2640e-25 1.0759e-21 7.2103e-22
6.5440e+03 1.3104e-21 1.2143e-26 4.7540e-27 4.2380e-25 1.0859e-21 7.3357e-22
6.6040e+03 1.3258e-21 1.1923e-26 5.3400e-27 4.2130e-25 1.0959e-21 7.4622e-22
6.6650e+03 1.3415e-21 1.1706e-26 6.3240e-27 4.1880e-25 1.1061e-21 7.5920e-22
6.7270e+03 1.3575e-21 1.1491e-26 8.0840e-27 4.1640e-25 1.1163e-21 7.7251e-22
6.7890e+03 1.3737e-21 1.1282e-26 1.1780e-26 4.1390e-25 1.1266e-21 7.8594e-22
6.8520e+03 1.3901e-21 1.1076e-26 2.3420e-26 4.1150e-25 1.1371e-21 7.9972e-22
6.9160e+03 1.4069e-21 1.0872e-26 5.6020e-25 4.0910e-25 1.1476e-21 8.1385e-22
6.9800e+03 1.4238e-21 1.0673e-26 2.1090e-26 4.0660e-25 1.1582e-21 8.2810e-22
7.0440e+03 1.4409e-21 1.0480e-26 1.0750e-26 4.0430e-25 1.1690e-21 8.4249e-22
7.1100e+03 1.4585e-21 1.0286e-26 7.2820e-27 4.0190e-25 1.1798e-21 8.5746e-22
7.1760e+03 1.4762e-21 1.0098e-26 5.5830e-27 3.9950e-25 1.1907e-21 8.7257e-22
7.2420e+03 1.4941e-21 9.9149e-27 4.6070e-27 3.9720e-25 1.2017e-21 8.8782e-22
7.3090e+03 1.5124e-21 9.7339e-27 4.0020e-27 3.9490e-25 1.2129e-21 9.0345e-22
7.3770e+03 1.5310e-21 9.5553e-27 3.6210e-27 3.9260e-25 1.2241e-21 9.1945e-22
7.4450e+03 1.5497e-21 9.3815e-27 3.3920e-27 3.9030e-25 1.2355e-21 9.3560e-22
7.5140e+03 1.5689e-21 9.2100e-27 3.2830e-27 3.8800e-25 1.2469e-21 9.5214e-22
7.5840e+03 1.5883e-21 9.0408e-27 3.2820e-27 3.8580e-25 1.2584e-21 9.6907e-22
7.6540e+03 1.6080e-21 8.8762e-27 3.3940e-27 3.8350e-25 1.2701e-21 9.8616e-22
7.7250e+03 1.6280e-21 8.7138e-27 3.6450e-27 3.8130e-25 1.2819e-21 1.0036e-21
7.7960e+03 1.6483e-21 8.5558e-27 4.0950e-27 3.7910e-25 1.2937e-21 1.0213e-21
7.8690e+03 1.6690e-21 8.3978e-27 4.8800e-27 3.7690e-25 1.3057e-21 1.0396e-21
7.9410e+03 1.6899e-21 8.2462e-27 6.3390e-27 3.7470e-25 1.3178e-21 1.0579e-21
8.0150e+03 1.7113e-21 8.0946e-27 9.6060e-27 3.7250e-25 1.3300e-21 1.0768e-21
8.0890e+03 1.7328e-21 7.9472e-27 2.1910e-26 3.7040e-25 1.3423e-21 1.0959e-21
8.1640e+03 1.7548e-21 7.8018e-27 6.3080e-26 3.6830e-25 1.3548e-21 1.1154e-21
8.2400e+03 1.7772e-21 7.6586e-27 1.2740e-26 3.6610e-25 1.3673e-21 1.1353e-21
8.3160e+03 1.7999e-21 7.5192e-27 7.1270e-27 3.6400e-25 1.3800e-21 1.1555e-21
8.3930e+03 1.8229e-21 7.3819e-27 5.0170e-27 3.6190e-25 1.3928e-21 1.1761e-21
8.4710e+03 1.8464e-21 7.2466e-27 3.9450e-27 3.5990e-25 1.4057e-21 1.1972e-21
8.5490e+03 1.8701e-21 7.1150e-27 3.3250e-27 3.5780e-25 1.4187e-21 1.2184e-21
8.6290e+03 1.8944e-21 6.9836e-27 2.9500e-27 3.5580e-25 1.4318e-21 1.2404e-21
8.7080e+03 1.9188e-21 6.8575e-27 2.7310e-27 3.5370e-25 1.4451e-21 1.2624e-21
8.7890e+03 1.9438e-21 6.7317e-27 2.6270e-27 3.5170e-25 1.4585e-21 1.2851e-21
8.8700e+03 1.9691e-21 6.6093e-27 2.6230e-27 3.4970e-25 1.4720e-21 1.3080e-21
8.9530e+03 1.9951e-21 6.4873e-27 2.7250e-27 3.4770e-25 1.4856e-21 1.3316e-21
9.0360e+03 2.0213e-21 6.3687e-27 2.9590e-27 3.4570e-25 1.4994e-21 1.3555e-21
